time,open,high,low,close,volume
2017-02-24 20:00:00,1.38659,1.38726,1.3838300000000001,1.38432,9001.0
2017-02-24 21:00:00,1.38433,1.38482,1.38306,1.38311,5293.0
2017-02-24 22:00:00,1.3831,1.3838,1.38249,1.38348,5507.0
2017-02-24 23:00:00,1.38349,1.38452,1.3834,1.3844,5243.0
2017-02-25 00:00:00,1.38441,1.38445,1.38038,1.38038,2731.0
2017-02-27 01:00:00,1.38323,1.38375,1.3825,1.3832200000000001,827.0
2017-02-27 02:00:00,1.38324,1.38529,1.38309,1.3843,7228.0
2017-02-27 03:00:00,1.3843,1.38547,1.3838300000000001,1.38431,7480.0
2017-02-27 04:00:00,1.38432,1.38586,1.38415,1.38516,5523.0
2017-02-27 05:00:00,1.38516,1.38562,1.38437,1.3844699999999999,4095.0
2017-02-27 06:00:00,1.3845,1.38473,1.38367,1.38371,3985.0
2017-02-27 07:00:00,1.38371,1.38476,1.38367,1.38406,4695.0
2017-02-27 08:00:00,1.38406,1.38499,1.38391,1.38428,4058.0
2017-02-27 09:00:00,1.38425,1.38468,1.38395,1.38409,3920.0
2017-02-27 10:00:00,1.38409,1.38632,1.38398,1.38622,6777.0
2017-02-27 11:00:00,1.38622,1.38694,1.38509,1.3867099999999999,9259.0
2017-02-27 12:00:00,1.3867099999999999,1.38873,1.38652,1.38827,8175.0
2017-02-27 13:00:00,1.38826,1.3886,1.38723,1.38797,5917.0
2017-02-27 14:00:00,1.38794,1.38815,1.38705,1.38773,5398.0
2017-02-27 15:00:00,1.38773,1.3888,1.38751,1.38782,4873.0
2017-02-27 16:00:00,1.38788,1.38932,1.38782,1.38926,8373.0
2017-02-27 17:00:00,1.38924,1.38977,1.3872499999999999,1.38879,9657.0
2017-02-27 18:00:00,1.3888,1.39046,1.3876,1.39026,14079.0
2017-02-27 19:00:00,1.39025,1.39258,1.39005,1.3918599999999999,10571.0
2017-02-27 20:00:00,1.3918599999999999,1.3924400000000001,1.38981,1.3906800000000001,7182.0
2017-02-27 21:00:00,1.3906800000000001,1.39296,1.39047,1.39287,7697.0
2017-02-27 22:00:00,1.39288,1.39345,1.39181,1.39235,7384.0
2017-02-27 23:00:00,1.39236,1.39406,1.39198,1.39392,5512.0
2017-02-28 00:00:00,1.39392,1.39541,1.39367,1.39496,3353.0
2017-02-28 01:00:00,1.3947,1.3963700000000001,1.39441,1.39598,1573.0
2017-02-28 02:00:00,1.39596,1.3961000000000001,1.39535,1.3956,2764.0
2017-02-28 03:00:00,1.3956,1.39626,1.39439,1.39555,5608.0
2017-02-28 04:00:00,1.39547,1.39598,1.3949799999999999,1.39551,5033.0
2017-02-28 05:00:00,1.39551,1.39633,1.3954900000000001,1.39603,3347.0
2017-02-28 06:00:00,1.39603,1.3965,1.39571,1.39595,4160.0
2017-02-28 07:00:00,1.39597,1.39602,1.3949099999999999,1.39503,3754.0
2017-02-28 08:00:00,1.39504,1.39564,1.39481,1.39561,3597.0
2017-02-28 09:00:00,1.3955899999999999,1.39675,1.39527,1.396,5771.0
2017-02-28 10:00:00,1.39598,1.39676,1.39511,1.39538,7426.0
2017-02-28 11:00:00,1.3954,1.39567,1.39372,1.39507,8058.0
2017-02-28 12:00:00,1.39506,1.3957,1.39429,1.39514,6506.0
2017-02-28 13:00:00,1.3951500000000001,1.39717,1.39455,1.39717,6899.0
2017-02-28 14:00:00,1.39721,1.39727,1.39496,1.39661,6829.0
2017-02-28 15:00:00,1.39659,1.3975,1.39581,1.39655,7654.0
2017-02-28 16:00:00,1.39657,1.40119,1.39653,1.3994900000000001,12426.0
2017-02-28 17:00:00,1.39951,1.40137,1.39876,1.40125,10504.0
2017-02-28 18:00:00,1.40124,1.40781,1.4010500000000001,1.4072,14883.0
2017-02-28 19:00:00,1.40723,1.40793,1.40483,1.40651,11680.0
2017-02-28 20:00:00,1.4064999999999999,1.41019,1.40609,1.40828,8821.0
2017-02-28 21:00:00,1.40833,1.40936,1.40675,1.4068800000000001,7519.0
2017-02-28 22:00:00,1.4068800000000001,1.4082,1.40632,1.40781,6912.0
2017-02-28 23:00:00,1.4078300000000001,1.40872,1.40653,1.40699,8155.0
2017-03-01 00:00:00,1.40695,1.40839,1.40621,1.40655,6835.0
2017-03-01 01:00:00,1.4062000000000001,1.40725,1.40576,1.40713,942.0
2017-03-01 02:00:00,1.40707,1.40738,1.4065400000000001,1.40695,4166.0
2017-03-01 03:00:00,1.40695,1.40706,1.40597,1.40636,5673.0
2017-03-01 04:00:00,1.40633,1.40712,1.40588,1.4065400000000001,8473.0
2017-03-01 05:00:00,1.40652,1.40721,1.4053499999999999,1.40603,13842.0
2017-03-01 06:00:00,1.40603,1.40603,1.40458,1.40483,10277.0
2017-03-01 07:00:00,1.40484,1.4056199999999999,1.4037600000000001,1.40543,6008.0
2017-03-01 08:00:00,1.40543,1.40577,1.40534,1.40567,4431.0
2017-03-01 09:00:00,1.40568,1.40581,1.40494,1.40556,4883.0
2017-03-01 10:00:00,1.40554,1.40554,1.40317,1.40374,10788.0
2017-03-01 11:00:00,1.4037,1.40513,1.4028399999999999,1.40499,10259.0
2017-03-01 12:00:00,1.40499,1.40586,1.40327,1.40453,8318.0
2017-03-01 13:00:00,1.40451,1.40616,1.4040599999999999,1.40616,7145.0
2017-03-01 14:00:00,1.4062000000000001,1.4062299999999999,1.40177,1.40297,10139.0
2017-03-01 15:00:00,1.40295,1.40333,1.4019,1.40207,8341.0
2017-03-01 16:00:00,1.4021,1.40435,1.40178,1.40262,12779.0
2017-03-01 17:00:00,1.4026100000000001,1.40387,1.40046,1.40059,11569.0
2017-03-01 18:00:00,1.40059,1.40981,1.40008,1.40929,15800.0
2017-03-01 19:00:00,1.40929,1.4104999999999999,1.4078300000000001,1.4097,10840.0
2017-03-01 20:00:00,1.40968,1.41036,1.40815,1.40824,8093.0
2017-03-01 21:00:00,1.40824,1.4098600000000001,1.4080300000000001,1.40964,6071.0
2017-03-01 22:00:00,1.4096199999999999,1.41002,1.40706,1.40784,6815.0
2017-03-01 23:00:00,1.4078300000000001,1.40817,1.40621,1.40624,7041.0
2017-03-02 00:00:00,1.40624,1.40716,1.4051,1.40523,3680.0
2017-03-02 01:00:00,1.40534,1.40689,1.40534,1.40608,1646.0
