time,open,high,low,close,volume
2018-01-02 00:00:00,1.35053,1.3525800000000001,1.34882,1.35172,346.0
2018-01-02 01:00:00,1.35062,1.3518,1.35042,1.35088,2243.0
2018-01-02 02:00:00,1.35089,1.35182,1.3508,1.3511600000000001,1522.0
2018-01-02 03:00:00,1.35115,1.35206,1.3510900000000001,1.35123,1767.0
2018-01-02 04:00:00,1.35132,1.35151,1.35072,1.35113,1238.0
2018-01-02 05:00:00,1.35114,1.35218,1.3511199999999999,1.35161,872.0
2018-01-02 06:00:00,1.35164,1.35185,1.3511199999999999,1.35126,758.0
2018-01-02 07:00:00,1.35128,1.35224,1.35122,1.35224,1716.0
2018-01-02 08:00:00,1.35193,1.35257,1.35174,1.3521,2980.0
2018-01-02 09:00:00,1.3521,1.35368,1.35201,1.35339,7364.0
2018-01-02 10:00:00,1.3534,1.35579,1.3533,1.35531,10376.0
2018-01-02 11:00:00,1.35532,1.35663,1.3541699999999999,1.3548499999999999,8735.0
2018-01-02 12:00:00,1.35484,1.35587,1.35397,1.3557000000000001,8773.0
2018-01-02 13:00:00,1.35568,1.35613,1.35395,1.35506,8047.0
2018-01-02 14:00:00,1.35508,1.35678,1.35497,1.35616,8464.0
2018-01-02 15:00:00,1.35617,1.35654,1.35531,1.35571,7207.0
2018-01-02 16:00:00,1.35571,1.3558,1.3544399999999999,1.35474,9071.0
2018-01-02 17:00:00,1.3547500000000001,1.3584800000000001,1.35422,1.35785,11632.0
2018-01-02 18:00:00,1.35788,1.35974,1.35735,1.35946,10553.0
2018-01-02 19:00:00,1.35945,1.36001,1.35813,1.35839,6737.0
2018-01-02 20:00:00,1.35839,1.35901,1.35816,1.35898,4182.0
2018-01-02 21:00:00,1.35898,1.35962,1.35898,1.3596,2917.0
2018-01-02 22:00:00,1.35959,1.36003,1.35941,1.3596300000000001,3441.0
2018-01-02 23:00:00,1.35951,1.35988,1.3588,1.35898,2756.0
2018-01-03 00:00:00,1.35872,1.35921,1.35853,1.35897,1170.0
2018-01-03 01:00:00,1.35897,1.35979,1.35896,1.3593899999999999,3241.0
2018-01-03 02:00:00,1.3593899999999999,1.35989,1.35887,1.35951,2672.0
2018-01-03 03:00:00,1.35952,1.36052,1.35883,1.36026,3358.0
2018-01-03 04:00:00,1.36026,1.36026,1.35884,1.35903,3414.0
2018-01-03 05:00:00,1.3590499999999999,1.3597299999999999,1.35892,1.35944,1815.0
2018-01-03 06:00:00,1.35945,1.36038,1.35945,1.35985,2652.0
2018-01-03 07:00:00,1.35985,1.36074,1.3597000000000001,1.36055,2263.0
2018-01-03 08:00:00,1.36056,1.3612600000000001,1.35938,1.35954,6170.0
2018-01-03 09:00:00,1.35954,1.3599700000000001,1.35877,1.3594300000000001,6766.0
2018-01-03 10:00:00,1.3594300000000001,1.36015,1.35885,1.3593199999999999,8720.0
2018-01-03 11:00:00,1.3593199999999999,1.35971,1.35822,1.35856,8307.0
2018-01-03 12:00:00,1.35856,1.35926,1.35696,1.35754,9665.0
2018-01-03 13:00:00,1.3575300000000001,1.3578299999999999,1.3559999999999999,1.35623,8617.0
2018-01-03 14:00:00,1.3562400000000001,1.3568799999999999,1.35564,1.35636,6321.0
2018-01-03 15:00:00,1.35636,1.35672,1.3554,1.35615,7478.0
2018-01-03 16:00:00,1.35615,1.35623,1.3529200000000001,1.3533,9039.0
2018-01-03 17:00:00,1.3533,1.3533,1.34936,1.3514300000000001,11944.0
2018-01-03 18:00:00,1.35142,1.3525800000000001,1.3507,1.35196,8491.0
2018-01-03 19:00:00,1.35195,1.3527,1.35172,1.3526099999999999,4193.0
2018-01-03 20:00:00,1.3526,1.35262,1.35165,1.35222,3331.0
2018-01-03 21:00:00,1.35225,1.35248,1.35027,1.3516599999999999,7248.0
2018-01-03 22:00:00,1.3517000000000001,1.3523,1.35096,1.35106,3998.0
2018-01-03 23:00:00,1.3511,1.35175,1.35087,1.35129,2487.0
2018-01-04 00:00:00,1.35129,1.35156,1.3510499999999999,1.35113,941.0
2018-01-04 01:00:00,1.35113,1.35141,1.3508200000000001,1.35104,2504.0
2018-01-04 02:00:00,1.3510499999999999,1.35117,1.35053,1.35108,3187.0
2018-01-04 03:00:00,1.35107,1.35157,1.35074,1.3511199999999999,4052.0
2018-01-04 04:00:00,1.3511199999999999,1.35208,1.35111,1.35195,3478.0
2018-01-04 05:00:00,1.35196,1.35205,1.3514599999999999,1.35178,2445.0
2018-01-04 06:00:00,1.35178,1.35232,1.3517700000000001,1.35198,2509.0
2018-01-04 07:00:00,1.3519700000000001,1.35205,1.35134,1.35162,2516.0
2018-01-04 08:00:00,1.35162,1.35302,1.35152,1.35214,4412.0
2018-01-04 09:00:00,1.35214,1.35267,1.35155,1.3518,5949.0
2018-01-04 10:00:00,1.3518,1.35406,1.35162,1.35402,8774.0
2018-01-04 11:00:00,1.35401,1.35501,1.3534,1.3544399999999999,9195.0
2018-01-04 12:00:00,1.3544399999999999,1.35555,1.35398,1.35483,7970.0
2018-01-04 13:00:00,1.3548200000000001,1.35554,1.35442,1.35552,7541.0
2018-01-04 14:00:00,1.35553,1.3559700000000001,1.35467,1.35473,5839.0
2018-01-04 15:00:00,1.35474,1.3548,1.35328,1.35344,10563.0
2018-01-04 16:00:00,1.35345,1.35503,1.3531,1.35462,10116.0
2018-01-04 17:00:00,1.35462,1.35583,1.35406,1.35522,10516.0
2018-01-04 18:00:00,1.35522,1.35561,1.35366,1.35371,10397.0
2018-01-04 19:00:00,1.35374,1.3551,1.3536000000000001,1.35461,5073.0
2018-01-04 20:00:00,1.35462,1.35506,1.35373,1.35419,4438.0
2018-01-04 21:00:00,1.35418,1.35556,1.35416,1.35544,3367.0
2018-01-04 22:00:00,1.35545,1.35559,1.35494,1.35525,3499.0
2018-01-04 23:00:00,1.35519,1.35538,1.35492,1.35497,2231.0
2018-01-05 00:00:00,1.35501,1.35514,1.35455,1.3548200000000001,818.0
2018-01-05 01:00:00,1.35476,1.35548,1.3545099999999999,1.35511,2541.0
2018-01-05 02:00:00,1.35511,1.35664,1.35492,1.35638,4317.0
2018-01-05 03:00:00,1.35638,1.35646,1.3554599999999999,1.35561,2978.0
2018-01-05 04:00:00,1.3556,1.35611,1.35553,1.35601,2194.0
2018-01-05 05:00:00,1.35601,1.3568,1.35588,1.35653,2632.0
2018-01-05 06:00:00,1.35653,1.3566099999999999,1.35611,1.35655,2190.0
2018-01-05 07:00:00,1.35655,1.35733,1.35653,1.35698,3425.0
2018-01-05 08:00:00,1.357,1.35768,1.35564,1.35578,5437.0
2018-01-05 09:00:00,1.3558,1.35622,1.35481,1.35483,7752.0
2018-01-05 10:00:00,1.3548499999999999,1.35531,1.35382,1.3541400000000001,7700.0
2018-01-05 11:00:00,1.35413,1.35447,1.3523100000000001,1.35302,7477.0
2018-01-05 12:00:00,1.35301,1.35416,1.35266,1.35391,7114.0
2018-01-05 13:00:00,1.35391,1.35481,1.35374,1.3547799999999999,4840.0
2018-01-05 14:00:00,1.3547799999999999,1.35576,1.35446,1.35544,6345.0
