time,open,high,low,close,volume
2017-02-24 19:00:00,112.266,112.266,112.032,112.199,6261.0
2017-02-24 20:00:00,112.197,112.227,112.056,112.107,4087.0
2017-02-24 21:00:00,112.107,112.154,111.963,111.97,5618.0
2017-02-24 22:00:00,111.97,112.089,111.931,112.086,5338.0
2017-02-24 23:00:00,112.087,112.175,112.006,112.006,1961.0
2017-02-27 00:00:00,112.12,112.264,112.113,112.224,1549.0
2017-02-27 01:00:00,112.223,112.312,112.152,112.178,9568.0
2017-02-27 02:00:00,112.181,112.217,111.943,112.16,8013.0
2017-02-27 03:00:00,112.16,112.181,111.913,112.022,8195.0
2017-02-27 04:00:00,112.023,112.198,111.976,112.196,5005.0
2017-02-27 05:00:00,112.195,112.242,112.147,112.201,4300.0
2017-02-27 06:00:00,112.202,112.248,112.14,112.225,4475.0
2017-02-27 07:00:00,112.225,112.278,112.101,112.11,4844.0
2017-02-27 08:00:00,112.109,112.221,112.068,112.081,4303.0
2017-02-27 09:00:00,112.082,112.244,112.068,112.198,4880.0
2017-02-27 10:00:00,112.199,112.344,112.174,112.244,7192.0
2017-02-27 11:00:00,112.243,112.333,112.197,112.263,5788.0
2017-02-27 12:00:00,112.262,112.279,112.186,112.256,4117.0
2017-02-27 13:00:00,112.257,112.319,112.22,112.293,3877.0
2017-02-27 14:00:00,112.292,112.303,112.256,112.282,3149.0
2017-02-27 15:00:00,112.284,112.486,112.234,112.276,6680.0
2017-02-27 16:00:00,112.275,112.396,112.085,112.288,6912.0
2017-02-27 17:00:00,112.29,112.436,112.032,112.073,12091.0
2017-02-27 18:00:00,112.076,112.167,111.951,112.009,7825.0
2017-02-27 19:00:00,112.009,112.284,111.956,112.269,5947.0
2017-02-27 20:00:00,112.269,112.772,112.262,112.729,7052.0
2017-02-27 21:00:00,112.728,112.837,112.689,112.79,4864.0
2017-02-27 22:00:00,112.79,112.809,112.7,112.728,4213.0
2017-02-27 23:00:00,112.725,112.739,112.678,112.683,2538.0
2017-02-28 00:00:00,112.678,112.736,112.648,112.736,2944.0
2017-02-28 01:00:00,112.737,112.803,112.689,112.739,3339.0
2017-02-28 02:00:00,112.74,112.816,112.433,112.632,6718.0
2017-02-28 03:00:00,112.632,112.65,112.513,112.527,6302.0
2017-02-28 04:00:00,112.529,112.589,112.516,112.572,4128.0
2017-02-28 05:00:00,112.571,112.728,112.556,112.625,4660.0
2017-02-28 06:00:00,112.625,112.652,112.535,112.554,3808.0
2017-02-28 07:00:00,112.554,112.581,112.464,112.479,5845.0
2017-02-28 08:00:00,112.479,112.518,112.314,112.365,5438.0
2017-02-28 09:00:00,112.366,112.46,112.244,112.307,5927.0
2017-02-28 10:00:00,112.306,112.455,112.283,112.4,6536.0
2017-02-28 11:00:00,112.4,112.446,112.3,112.394,4992.0
2017-02-28 12:00:00,112.393,112.409,112.3,112.324,5845.0
2017-02-28 13:00:00,112.323,112.331,112.122,112.234,5927.0
2017-02-28 14:00:00,112.234,112.238,112.102,112.212,5054.0
2017-02-28 15:00:00,112.212,112.261,112.018,112.127,7945.0
2017-02-28 16:00:00,112.125,112.209,111.997,112.041,8450.0
2017-02-28 17:00:00,112.046,112.144,111.782,111.888,10882.0
2017-02-28 18:00:00,111.887,112.056,111.851,112.054,8341.0
2017-02-28 19:00:00,112.055,112.113,111.685,111.937,7814.0
2017-02-28 20:00:00,111.937,112.17,111.908,112.101,6242.0
2017-02-28 21:00:00,112.101,112.246,111.981,112.187,6394.0
2017-02-28 22:00:00,112.188,112.406,112.161,112.304,7731.0
2017-02-28 23:00:00,112.304,112.895,112.297,112.752,7728.0
2017-03-01 00:00:00,112.733,112.864,112.714,112.838,2208.0
2017-03-01 01:00:00,112.839,113.111,112.835,113.092,6532.0
2017-03-01 02:00:00,113.092,113.214,113.002,113.13,8291.0
2017-03-01 03:00:00,113.131,113.371,112.976,113.015,10083.0
2017-03-01 04:00:00,113.017,113.175,112.761,112.958,16324.0
2017-03-01 05:00:00,112.958,113.451,112.958,113.379,11681.0
2017-03-01 06:00:00,113.379,113.618,113.367,113.578,7158.0
2017-03-01 07:00:00,113.578,113.582,113.412,113.435,5622.0
2017-03-01 08:00:00,113.432,113.529,113.368,113.496,4866.0
2017-03-01 09:00:00,113.496,113.658,113.462,113.481,8388.0
2017-03-01 10:00:00,113.483,113.607,113.425,113.516,8437.0
2017-03-01 11:00:00,113.517,113.631,113.481,113.546,6568.0
2017-03-01 12:00:00,113.544,113.667,113.521,113.623,5526.0
2017-03-01 13:00:00,113.624,113.826,113.604,113.732,7722.0
2017-03-01 14:00:00,113.734,113.881,113.728,113.788,6408.0
2017-03-01 15:00:00,113.788,113.953,113.727,113.901,9975.0
2017-03-01 16:00:00,113.9,114.015,113.817,113.874,8899.0
2017-03-01 17:00:00,113.928,114.044,113.746,113.875,10864.0
2017-03-01 18:00:00,113.873,113.898,113.6,113.661,7381.0
2017-03-01 19:00:00,113.662,113.739,113.601,113.654,5772.0
2017-03-01 20:00:00,113.654,113.68,113.464,113.521,5323.0
2017-03-01 21:00:00,113.521,113.74,113.472,113.684,6405.0
2017-03-01 22:00:00,113.685,113.716,113.584,113.641,5435.0
2017-03-01 23:00:00,113.641,113.753,113.634,113.712,2984.0
2017-03-02 00:00:00,113.696,113.765,113.678,113.763,1836.0
2017-03-02 01:00:00,113.763,114.138,113.748,114.114,6122.0
2017-03-02 02:00:00,114.112,114.152,113.921,113.958,6064.0
2017-03-02 03:00:00,113.959,114.006,113.825,113.997,6604.0
2017-03-02 04:00:00,113.996,114.089,113.983,114.006,4551.0
2017-03-02 05:00:00,114.006,114.031,113.919,113.938,4795.0
2017-03-02 06:00:00,113.938,114.021,113.927,113.999,5207.0
2017-03-02 07:00:00,114.004,114.054,113.951,114.029,4699.0
2017-03-02 08:00:00,114.024,114.196,114.021,114.191,5943.0
2017-03-02 09:00:00,114.19,114.206,114.053,114.186,6734.0
2017-03-02 10:00:00,114.187,114.303,114.131,114.222,7444.0
2017-03-02 11:00:00,114.223,114.328,114.17,114.206,6341.0
2017-03-02 12:00:00,114.209,114.254,114.134,114.225,4590.0
2017-03-02 13:00:00,114.225,114.296,114.204,114.269,5058.0
2017-03-02 14:00:00,114.268,114.394,114.266,114.372,6156.0
2017-03-02 15:00:00,114.371,114.436,114.294,114.38,7213.0
2017-03-02 16:00:00,114.378,114.536,114.361,114.533,8527.0
2017-03-02 17:00:00,114.534,114.534,114.311,114.416,8746.0
2017-03-02 18:00:00,114.412,114.48,114.236,114.451,7636.0
2017-03-02 19:00:00,114.451,114.529,114.413,114.49,6290.0
2017-03-02 20:00:00,114.49,114.566,114.449,114.469,4868.0
2017-03-02 21:00:00,114.469,114.588,114.462,114.47,5519.0
2017-03-02 22:00:00,114.503,114.516,114.371,114.381,6008.0
2017-03-02 23:00:00,114.382,114.416,114.34,114.409,2230.0
2017-03-03 00:00:00,114.406,114.423,114.341,114.374,1810.0
2017-03-03 01:00:00,114.374,114.474,114.337,114.349,3498.0
2017-03-03 02:00:00,114.349,114.422,114.228,114.247,6371.0
2017-03-03 03:00:00,114.245,114.305,114.157,114.208,6428.0
2017-03-03 04:00:00,114.208,114.287,114.192,114.227,5362.0
2017-03-03 05:00:00,114.227,114.26,114.107,114.132,5432.0
2017-03-03 06:00:00,114.132,114.173,114.07,114.093,4621.0
